Manufacturer,Model,Description,Transmission,Manual or Automatic,Engine Capacity,Fuel Type,Powertrain,Engine Power (PS),Engine Power (Kw),Electric energy consumption Miles/kWh,wh/km,Maximum range (Km),Maximum range (Miles),Euro Standard,Diesel VED Supplement,Testing Scheme,WLTP Imperial Low,WLTP Imperial Medium,WLTP Imperial High,WLTP Imperial Extra High,WLTP Imperial Combined,WLTP Imperial Combined (Weighted),WLTP Metric Low,WLTP Metric Medium,WLTP Metric High,WLTP Metric Extra High,WLTP Metric Combined,WLTP Metric Combined (Weighted),WLTP CO2,WLTP CO2 Weighted,Equivalent All Electric Range Miles,Equivalent All Electric Range KM,Electric Range City Miles,Electric Range City Km,Emissions CO [mg/km],THC Emissions [mg/km],Emissions NOx [mg/km],THC + NOx Emissions [mg/km],Particulates [No.] [mg/km],RDE NOx Urban,RDE NOx Combined,Noise Level dB(A),Date of change,
TOYOTA,C-HR Hybrid - MY25 ,Excel 1.8 FWD Hybrid,CVT,Automatic,1798,Petrol Electric,Hybrid Electric Vehicle (HEV),142,103,,,,,Euro 6 EA,False,WLTP,70.6,74.3,65.7,44.8,57.6,0,4,3.8,4.3,6.3,4.9,0,110,0,,,,,98,18,3,,,,,67.0,01 December 2025,
TOYOTA,C-HR Hybrid - MY25 ,GR SPORT 2.0 FWD Hybrid,CVT,Automatic,1987,Petrol Electric,Hybrid Electric Vehicle (HEV),199,145,,,,,Euro 6 EA,False,WLTP,70.6,76.3,65.7,44.1,57.6,0,4,3.7,4.3,6.4,4.9,0,110,,,,,,241,13,2,,,,,67.0,01 December 2025,
TOYOTA,C-HR Hybrid - MY25 ,Icon 1.8 FWD Hybrid,CVT,Automatic,1798,Petrol Electric,Hybrid Electric Vehicle (HEV),142,103,,,,,Euro 6 EA,False,WLTP,74.3,78.5,68.9,46.3,60.1,0,3.8,3.6,4.1,6.1,4.7,0,105,0,,,,,98,18,3,,,,,67.0,01 December 2025,
TOYOTA,C-HR Hybrid - MY25 ,Orange Edition 1.8 FWD Hybrid,CVT,Automatic,1798,Petrol Electric,Hybrid Electric Vehicle (HEV),142,103,,,,,Euro 6 EA,False,WLTP,70.6,74.3,67.3,44.8,58.9,0,4,3.8,4.2,6.3,4.8,0,109,0,,,,,98,18,3,,,,,67.0,01 December 2025,
TOYOTA,C-HR Plug-in ,Design 2.0 FWD Plug-in MY25,E-CVT,Automatic,1987,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),223,164,4.1,151,,,Euro 6 EA,False,WLTP,0,0,0,0,0,353.1,0,0,0,0,0,0.8,19,19,42,67,,100,166,13,6,,,,,67.0,12 September 2025,
TOYOTA,C-HR Plug-in ,"Design 2.0 FWD Plug-in, Bi-tone MY25",E-CVT,Automatic,1987,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),223,164,4.1,151,,,Euro 6 EA,False,WLTP,0,0,0,0,0,353.1,0,0,0,0,0,0.8,19,19,42,67,,100,166,13,6,,,,,67.0,12 September 2025,
TOYOTA,C-HR Plug-in ,"Design 2.0 FWD Plug-in, Pan Roof MY25",E-CVT,Automatic,1987,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),223,164,4.1,152,,,Euro 6 EA,False,WLTP,0,0,0,0,0,353.1,0,0,0,0,0,0.8,19,19,42,67,,99,166,13,6,,,,,67.0,12 September 2025,
TOYOTA,C-HR Plug-in ,"Excel  2.0 FWD Plug-in, Tech Pack MY24",E-CVT,Automatic,1987,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),223,164,4.1,152,,,Euro 6 EA,False,WLTP,0,0,0,0,0,313.9,0,0,0,0,0,0.9,19,19,41,66,,98,166,13,6,,,,,67.0,12 September 2025,
TOYOTA,C-HR Plug-in ,Excel 2.0 FWD Plug-in MY25,E-CVT,Automatic,1987,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),223,164,4.1,152,,,Euro 6 EA,False,WLTP,0,0,0,0,0,313.9,0,0,0,0,0,0.9,19,19,41,66,,98,166,13,6,,,,,67.0,12 September 2025,
TOYOTA,C-HR Plug-in ,"Excel 2.0 FWD Plug-in, JBL MY24",E-CVT,Automatic,1987,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),223,164,4.1,153,,,Euro 6 EA,False,WLTP,0,0,0,0,0,313.9,0,0,0,0,0,0.9,19,19,41,66,,98,166,13,6,,,,,67.0,12 September 2025,
TOYOTA,C-HR Plug-in ,"Excel 2.0 FWD Plug-in, JBL, Tech Pack MY25",E-CVT,Automatic,1987,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),223,164,4.1,153,,,Euro 6 EA,False,WLTP,0,0,0,0,0,313.9,0,0,0,0,0,0.9,19,19,41,66,,98,166,13,6,,,,,67.0,12 September 2025,
TOYOTA,C-HR Plug-in ,GR Sport 2.0 FWD Plug-in MY25,E-CVT,Automatic,1987,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),223,164,4.1,153,,,Euro 6 EA,False,WLTP,0,0,0,0,0,313.9,0,0,0,0,0,0.9,19,19,41,66,,97,166,13,6,,,,,67.0,12 September 2025,
TOYOTA,C-HR Plug-in ,"GR Sport 2.0 FWD Plug-in, Premium Pack MY24",E-CVT,Automatic,1987,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),223,164,4,154,,,Euro 6 EA,False,WLTP,0,0,0,0,0,313.9,0,0,0,0,0,0.9,20,20,41,66,,97,166,13,6,,,,,67.0,12 September 2025,
TOYOTA,C-HR Plug-in ,"GR Sport 2.0 FWD Plug-in, Safety MY24",E-CVT,Automatic,1987,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),223,164,4.1,153,,,Euro 6 EA,False,WLTP,0,0,0,0,0,313.9,0,0,0,0,0,0.9,19,19,41,66,,97,166,13,6,,,,,67.0,12 September 2025,
TOYOTA,C-HR Plug-in ,"GR Sport 2.0 FWD Plug-in, Safety, Premium Pack MY25",E-CVT,Automatic,1987,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),223,164,4,154,,,Euro 6 EA,False,WLTP,0,0,0,0,0,313.9,0,0,0,0,0,0.9,20,20,41,66,,97,166,13,6,,,,,67.0,12 September 2025,
TOYOTA,C-HR Plug-in ,Orange Edition 2.0 FWD Plug-in,E-CVT,Automatic,1987,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),223,164,4.1,151,,,Euro 6 EA,False,WLTP,62.8,76.3,65.7,44.8,57.6,353,4.5,3.7,4.3,6.3,4.9,0.8,111,19,41,66,,98,248,13,4,,,,,67.0,12 September 2025,
TOYOTA,Corolla MY25,Active 1.8 TS,CVT,Automatic,1798,Petrol Electric,Hybrid Electric Vehicle (HEV),140,103,,,,,Euro 6 EB,False,WLTP,70.6,78.5,70.6,48.7,61.4,0,4,3.6,4,5.8,4.6,0,103,0,,,,,96,15,4,,,,,70.0,01 December 2025,
TOYOTA,Corolla MY25,Design 1.8 HB,CVT,Automatic,1798,Petrol Electric,Hybrid Electric Vehicle (HEV),140,103,,,,,Euro 6 EB,False,WLTP,72.4,78.5,68.9,47.9,61.4,0,3.9,3.6,4.1,5.9,4.6,0,104,0,,,,,96,15,4,,,,,65.0,01 December 2025,
TOYOTA,Corolla MY25,Design 1.8 TS,CVT,Automatic,1798,Petrol Electric,Hybrid Electric Vehicle (HEV),140,103,,,,,Euro 6 EB,False,WLTP,68.9,76.4,67.3,47.1,60.1,0,4.1,3.7,4.2,6,4.7,0,106,0,,,,,96,15,4,,,,,70.0,01 December 2025,
TOYOTA,Corolla MY25,Design 2.0 HB,CVT,Automatic,1987,Petrol Electric,Hybrid Electric Vehicle (HEV),196,144,,,,,Euro 6 EB,False,WLTP,74.3,78.5,67.3,47.1,60.1,0,3.8,3.6,4.2,6,4.7,0,105,0,,,,,208,17,2,,,,,65.0,01 December 2025,
TOYOTA,Corolla MY25,Design 2.0 TS,CVT,Automatic,1987,Petrol Electric,Hybrid Electric Vehicle (HEV),196,144,,,,,Euro 6 EB,False,WLTP,70.6,76.4,65.7,47.1,60.1,0,4,3.7,4.3,6,4.7,0,107,0,,,,,208,14,5,,,,,69.0,01 December 2025,
TOYOTA,Corolla MY25,Excel 1.8 HB,CVT,Automatic,1798,Petrol Electric,Hybrid Electric Vehicle (HEV),140,103,,,,,Euro 6 EB,False,WLTP,72.4,78.5,68.9,46.3,60.1,0,3.9,3.6,4.1,6.1,4.7,0,106,0,,,,,96,15,4,,,,,65.0,01 December 2025,
TOYOTA,Corolla MY25,Excel 1.8 HB Bi-tone,CVT,Automatic,1798,Petrol Electric,Hybrid Electric Vehicle (HEV),140,103,,,,,Euro 6 EB,False,WLTP,72.4,78.5,68.9,46.3,60.1,0,3.9,3.6,4.1,6.1,4.7,0,106,0,,,,,96,15,4,,,,,65.0,01 December 2025,
TOYOTA,Corolla MY25,Excel 1.8 HB Pan,CVT,Automatic,1798,Petrol Electric,Hybrid Electric Vehicle (HEV),140,103,,,,,Euro 6 EB,False,WLTP,70.6,78.5,67.3,46.3,60.1,0,4,3.6,4.2,6.1,4.7,0,106,0,,,,,96,15,4,,,,,65.0,01 December 2025,
TOYOTA,Corolla MY25,Excel 1.8 TS,CVT,Automatic,1798,Petrol Electric,Hybrid Electric Vehicle (HEV),140,103,,,,,Euro 6 EB,False,WLTP,68.9,76.4,67.3,47.1,60.1,0,3.9,3.6,4,5.7,4.5,0,107,0,,,,,96,15,4,,,,,70.0,01 December 2025,
TOYOTA,Corolla MY25,Excel 1.8 TS Pan,CVT,Automatic,1798,Petrol Electric,Hybrid Electric Vehicle (HEV),140,103,,,,,Euro 6 EB,False,WLTP,68.9,74.3,67.3,47.1,58.9,0,4.1,3.8,4.2,6,4.7,0,107,0,,,,,96,15,4,,,,,70.0,01 December 2025,
TOYOTA,Corolla MY25,Excel 2.0 HB,CVT,Automatic,1987,Petrol Electric,Hybrid Electric Vehicle (HEV),196,144,,,,,Euro 6 EB,False,WLTP,72.4,78.5,65.7,46.3,60.1,0,3.9,3.6,4.3,6.1,4.7,0,106,0,,,,,155,17,2,,,,,65.0,01 December 2025,
TOYOTA,Corolla MY25,Excel 2.0 HB Bi-tone,CVT,Automatic,1987,Petrol Electric,Hybrid Electric Vehicle (HEV),196,144,,,,,Euro 6 EB,False,WLTP,72.4,78.5,65.7,46.3,60.1,0,3.9,3.6,4.3,6.1,4.7,0,106,0,,,,,155,17,5,,,,,65.0,01 December 2025,
TOYOTA,Corolla MY25,Excel 2.0 HB Pan,CVT,Automatic,1987,Petrol Electric,Hybrid Electric Vehicle (HEV),196,144,,,,,Euro 6 EB,False,WLTP,72.4,78.5,65.7,46.3,60.1,0,3.9,3.6,4.3,6.1,4.7,0,107,0,,,,,155,17,5,,,,,65.0,01 December 2025,
TOYOTA,Corolla MY25,Excel 2.0 TS,CVT,Automatic,1987,Petrol Electric,Hybrid Electric Vehicle (HEV),196,144,,,,,Euro 6 EB,False,WLTP,70.6,76.4,65.7,46.3,58.9,0,4,3.7,4.3,6.1,4.8,0,108,0,,,,,155,17,5,,,,,69.0,01 December 2025,
TOYOTA,Corolla MY25,Excel 2.0 TS Pan,CVT,Automatic,1987,Petrol Electric,Hybrid Electric Vehicle (HEV),196,144,,,,,Euro 6 EB,False,WLTP,70.6,74.3,65.7,46.3,58.9,0,4,3.8,4.3,6.1,4.8,0,108,0,,,,,208,17,5,,,,,69.0,01 December 2025,
TOYOTA,Corolla MY25,GR SPORT 1.8 HB,CVT,Automatic,1798,Petrol Electric,Hybrid Electric Vehicle (HEV),140,103,,,,,Euro 6 EB,False,WLTP,72.4,78.5,68.9,47.1,60.1,0,3.9,3.6,4.1,6,4.7,0,105,0,,,,,96,15,4,,,,,65.0,01 December 2025,
TOYOTA,Corolla MY25,GR SPORT 1.8 TS,CVT,Automatic,1798,Petrol Electric,Hybrid Electric Vehicle (HEV),140,103,,,,,Euro 6 EB,False,WLTP,68.9,76.4,67.3,47.1,60.1,0,4.1,3.7,4.2,6,4.7,0,107,0,,,,,96,15,4,,,,,70.0,01 December 2025,
TOYOTA,Corolla MY25,GR SPORT 2.0 HB,CVT,Automatic,1987,Petrol Electric,Hybrid Electric Vehicle (HEV),196,144,,,,,Euro 6 EB,False,WLTP,74.3,80.7,65.7,47.1,60.1,0,3.8,3.5,4.3,6,4.7,0,106,0,,,,,155,17,5,,,,,65.0,01 December 2025,
TOYOTA,Corolla MY25,GR SPORT 2.0 TS,CVT,Automatic,1987,Petrol Electric,Hybrid Electric Vehicle (HEV),196,144,,,,,Euro 6 EB,False,WLTP,70.6,76.4,65.7,46.3,58.9,0,4,3.7,4.3,6.1,4.8,0,107,0,,,,,208,14,2,,,,,69.0,01 December 2025,
TOYOTA,Corolla MY25,GR SPORT HB 1.8 Bi-tone,CVT,Automatic,1798,Petrol Electric,Hybrid Electric Vehicle (HEV),140,103,,,,,Euro 6 EB,False,WLTP,72.4,78.5,68.9,47.1,60.1,0,3.9,3.6,4.1,6,4.7,0,105,0,,,,,96,15,4,,,,,65.0,01 December 2025,
TOYOTA,Corolla MY25,GR SPORT HB 2.0  Bi-tone,CVT,Automatic,1987,Petrol Electric,Hybrid Electric Vehicle (HEV),196,144,,,,,Euro 6 EB,False,WLTP,74.3,80.7,65.7,47.1,60.1,0,3.8,3.5,4.3,6,4.7,0,106,0,,,,,208,17,2,,,,,65.0,01 December 2025,
TOYOTA,Corolla MY25,Icon 1.8 HB,CVT,Automatic,1798,Petrol Electric,Hybrid Electric Vehicle (HEV),140,103,,,,,Euro 6 EB,False,WLTP,74.3,83.1,72.4,49.6,64.2,0,3.8,3.4,3.9,5.7,4.4,0,100,0,,,,,96,15,4,,,,,65.0,01 December 2025,
TOYOTA,Corolla MY25,Icon 1.8 TS,CVT,Automatic,1798,Petrol Electric,Hybrid Electric Vehicle (HEV),140,103,,,,,Euro 6 EB,False,WLTP,72.4,78.5,70.6,49.6,62.8,0,3.9,3.6,4,5.7,4.5,0,101,0,,,,,96,15,4,,,,,70.0,01 December 2025,
TOYOTA,Corolla MY25,Icon 2.0 HB,CVT,Automatic,1987,Petrol Electric,Hybrid Electric Vehicle (HEV),196,144,,,,,Euro 6 EB,False,WLTP,76.4,83.1,68.9,49.6,62.8,0,3.7,3.4,4.1,5.7,4.5,0,101,0,,,,,208,14,2,,,,,65.0,01 December 2025,
TOYOTA,Corolla MY25,Icon 2.0 TS,CVT,Automatic,1987,Petrol Electric,Hybrid Electric Vehicle (HEV),196,144,,,,,Euro 6 EB,False,WLTP,74.3,80.7,68.9,48.7,61.4,0,3.8,3.5,4.1,5.8,4.6,0,103,0,,,,,155,14,2,,,,,69.0,01 December 2025,
TOYOTA,Corolla MY25,Icon Hilti 1.8 TS,CVT,Automatic,1798,Petrol Electric,Hybrid Electric Vehicle (HEV),140,103,,,,,Euro 6 EB,False,WLTP,72.4,78.5,70.6,49.6,62.8,0,3.9,3.6,4,5.7,4.5,0,101,0,,,,,96,15,4,,,,,70.0,01 December 2025,
TOYOTA,GR Yaris,1.6 Turbo Circuit Auto,M6,Automatic,1618,Petrol,Internal Combustion Engine (ICE),261,192,,,,,Euro 6 EA,False,WLTP,19,30.1,34.9,32.1,29.7,0,14.9,9.4,8.1,8.8,9.5,0,215,0,,,,,302,17,12,,,,60,68.0,12 September 2025,
TOYOTA,GR Yaris,1.6 Turbo Circuit Manual,M6,Manual,1618,Petrol,Internal Combustion Engine (ICE),261,192,,,,,Euro 6 EA,False,WLTP,24.6,34,37.7,31.7,32.5,0,11.5,8.3,7.5,8.9,8.7,0,197,0,,,,,311,20,10,,,,60,68.0,12 September 2025,
TOYOTA,GR Yaris,Special Edition Ogier,M6,Manual,1618,Petrol,Internal Combustion Engine (ICE),261,192,,,,,Euro 6 EA,False,WLTP,24.6,33.6,37.7,31.4,32.5,0,11.5,8.4,7.5,9,8.7,0,197,0,,,,,311,20,10,,,,60,68.0,12 September 2025,
TOYOTA,GR Yaris,Special Edition Rovanpera,M6,Manual,1618,Petrol,Internal Combustion Engine (ICE),261,192,,,,,Euro 6 EA,False,WLTP,24.6,33.6,37.2,31.4,32.1,0,11.5,8.4,7.6,9,8.8,0,198,0,,,,,311,20,10,,,,60,68.0,12 September 2025,
TOYOTA,Land Cruiser MY25,First Edition 2.8D Auto Pan Roof,A8,Automatic,2755,Diesel,Internal Combustion Engine (ICE),203,150,,,0,,Euro 6 EA,True,WLTP,18.5,28.2,32.5,25.9,26.6,0,15.3,10,8.7,10.9,10.6,0,279,0,,0,,0,26,14,27,39,0.95,,,68.0,10 November 2025,
TOYOTA,Land Cruiser MY25,Invincible 2.8D Auto Pan Roof,A8,Automatic,2755,Diesel,Internal Combustion Engine (ICE),203,150,,,0,,Euro 6 EA,True,WLTP,18.5,28,32.1,25.9,26.4,0,15.3,10.1,8.8,10.9,10.7,0,280,0,,0,,0,26,14,27,39,0.95,,,68.0,10 November 2025,
TOYOTA,Land Cruiser MY26,Invincible 2.8D Auto,A8,Automatic,2755,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),205,151,,,,,Euro 6 EA,False,WLTP,14.9,10.5,8.8,11.1,10.8,0,18.9,26.9,32.1,25.5,26.2,0,282,,,,,,25,13,27,40,1.00,,,68.0,10 November 2025,
TOYOTA,Prius Plug-in MY25,Design,E-CVT,Automatic,1987,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),223,164,4.9,128,86,53,Euro 6 EA,False,WLTP,64.2,91.1,78.5,56.5,68.9,565,4.4,3.1,3.6,5,4.1,0.5,93,12,53,86,69,111,153,14,15,,,,,70.0,12 September 2025,
TOYOTA,Prius Plug-in MY25,Excel,E-CVT,Automatic,1987,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),223,164,4.7,133,71,44,Euro 6 EA,False,WLTP,62.8,78.5,67.3,49.6,61.4,403.5,4.5,3.6,4.2,5.7,4.6,0.7,105,17,44,71,61,98,153,4,5,,,,,70.0,12 September 2025,
TOYOTA,Prius Plug-in (MY26),Design,E-CVT,Automatic,1987,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),226,164,6.3,98,84,,Euro 6 EB,False,WLTP,64.2,91.1,78.5,56.5,68.9,176.6,4.4,3.1,3.6,5,4.1,1.6,93,36,52,84,,111,153,14,4,,,,,65.0,12 September 2025,
TOYOTA,Prius Plug-in (MY26),Excel,E-CVT,Automatic,1987,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),226,164,6.5,95,71,,Euro 6 EB,False,WLTP,62.8,78.5,67.3,49.6,61.4,134.5,4.5,3.6,4.2,5.7,4.6,2.1,105,47,44,71,,98,153,15,5,,,,,65.0,12 September 2025,
TOYOTA,Proace Verso EV MY24,Design L1 75kWh,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),136,100,2.5,245,341,212,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,446,0,0,0,0,0.00,0,0,70.0,12 September 2025,
TOYOTA,Proace Verso EV MY24,Design Premium L2 75kWh,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),136,100,2.5,248,337,209,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,439,0,0,0,0,0.00,0,0,70.0,12 September 2025,
TOYOTA,Proace Verso EV MY24,Excel L2 75 kWh,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),136,100,2.5,251,332,206,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,426,0,0,0,0,0.00,0,0,70.0,12 September 2025,
TOYOTA,Proace Verso EV MY24,Icon L1 75kWh,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),136,100,2.6,243,344,214,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,448,0,0,0,0,0.00,0,0,70.0,12 September 2025,
TOYOTA,Proace Verso EV MY24,Icon L2 75kWh,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),136,100,2.5,245,340,211,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,443,0,0,0,0,0.00,0,0,70.0,12 September 2025,
TOYOTA,Proace City Verso EV MY24,Design L1 50kWh,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),136,100,3.4,184,339,211,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,458,0,0,0,0,0.00,0,0,72.0,12 September 2025,
TOYOTA,Proace City Verso EV MY24,Icon L1 50kWh,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),136,100,3.4,182,342,213,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,464,0,0,0,0,0.00,0,0,72.0,12 September 2025,
TOYOTA,Proace City Verso EV MY24,Icon L2 50kWh,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),136,100,3.3,188,333,207,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,446,0,0,0,0,0.00,0,0,72.0,12 September 2025,
TOYOTA,RAV4 PHEV MY25,Design 2.5 Plug-in Hybrid,CVT,Automatic,2487,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),306,225,3.1,199,,0,Euro 6d,False,WLTP,0,0,0,0,0,282.5,0,0,0,0,0,1,0,22,124,199,0,,126,13,4,,,,,64.0,02 October 2023,
TOYOTA,RAV4 PHEV MY25,Design AWD 2.5 PHEV,E-CVT,Automatic,2487,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),306,225,3.6,171,75,,Euro 6 EA,False,WLTP,36.7,53.3,49.6,36.7,42.8,282.5,7.7,5.3,5.7,7.7,6.6,1,149,22,47,75,,98,126,13,4,,,,,64.0,12 September 2025,
TOYOTA,RAV4 PHEV MY25,GR Sport AWD 2.5 PHEV,E-CVT,Automatic,2487,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),306,225,3.6,171,75,,Euro 6 EA,False,WLTP,36.7,53.3,49.6,36.7,42.8,282.5,7.7,5.3,5.7,7.7,6.6,1,149,22,47,75,,98,126,13,4,,,,,64.0,12 September 2025,
TOYOTA,Yaris Cross,Design 1.5 FWD (130hp),CVT,Automatic,1490,Petrol Electric,Hybrid Electric Vehicle (HEV),130,68,,,,,Euro 6d,False,WLTP,83.1,83.1,72.4,47.1,62.8,0,3.4,3.4,3.9,6,4.5,0,102,,,,,,84,11,6,,,,,70.0,12 September 2025,
TOYOTA,Yaris Cross,Design 1.5 FWD + Safety Pack (130hp),CVT,Automatic,1490,Petrol Electric,Hybrid Electric Vehicle (HEV),130,68,,,,,Euro 6d,False,WLTP,83.1,83.1,72.4,47.1,62.8,0,3.4,3.4,3.9,6,4.5,0,102,,,,,,84,11,6,,,,,70.0,12 September 2025,
TOYOTA,Yaris Cross,Design FWD 1.5 Hybrid,CVT,Automatic,1490,Petrol Electric,Hybrid Electric Vehicle (HEV),116,68,0,,,,Euro 6d,False,WLTP,88.3,83.1,72.4,46.3,62.8,0,3.2,3.4,3.9,6.1,4.5,0,102,,,,,,157,16,7,,,,,68.0,02 October 2023,
TOYOTA,Yaris Cross,Design FWD 1.5 Hybrid + Tech Pack,CVT,Automatic,1490,Petrol Electric,Hybrid Electric Vehicle (HEV),116,68,0,,,,Euro 6d,False,WLTP,88.3,83.1,72.4,45.6,62.8,0,3.2,3.4,3.9,6.2,4.5,0,102,,,,,,157,16,7,,,,,68.0,02 October 2023,
TOYOTA,Yaris Cross,Excel 1.5 AWD (130hp),CVT,Automatic,1490,Petrol Electric,Hybrid Electric Vehicle (HEV),130,68,,,,,Euro 6d,False,WLTP,68.9,70.6,62.8,42.2,55.4,0,4.1,4,4.5,6.7,5.1,0,115,,,,,,82,10,6,,,,,69.0,12 September 2025,
TOYOTA,Yaris Cross,Excel 1.5 AWD + Pan Roof (130hp),CVT,Automatic,1490,Petrol Electric,Hybrid Electric Vehicle (HEV),130,68,,,,,Euro 6d,False,WLTP,68.9,70.6,62.8,42.2,55.4,0,4.1,4,4.5,6.7,5.1,0,116,,,,,,82,10,6,,,,,69.0,12 September 2025,
TOYOTA,Yaris Cross,Excel 1.5 FWD (130hp),CVT,Automatic,1490,Petrol Electric,Hybrid Electric Vehicle (HEV),130,68,,,,,Euro 6d,False,WLTP,76.3,76.3,67.3,44.1,58.9,0,3.7,3.7,4.2,6.4,4.8,0,109,,,,,,84,11,6,,,,,70.0,12 September 2025,
TOYOTA,Yaris Cross,Excel 1.5 FWD + Pan Roof (130hp),CVT,Automatic,1490,Petrol Electric,Hybrid Electric Vehicle (HEV),130,68,,,,,Euro 6d,False,WLTP,76.3,76.3,67.3,44.1,58.9,0,3.7,3.7,4.2,6.4,4.8,0,109,,,,,,84,11,6,,,,,70.0,12 September 2025,
TOYOTA,Yaris Cross,GR Sport FWD 1.5 Hybrid,CVT,Automatic,1490,Petrol Electric,Hybrid Electric Vehicle (HEV),132,96,0,,,,Euro 6 EA,False,WLTP,76.3,78.5,67.3,44.1,58.9,0,3.7,3.6,4.2,6.4,4.8,0,109,0,,,,,84,11,6,,,,,71.0,17 July 2024,
TOYOTA,Yaris Cross,GR Sport FWD 1.5 Hybrid + Pan Roof,CVT,Automatic,1490,Petrol Electric,Hybrid Electric Vehicle (HEV),132,96,0,,,,Euro 6 EA,False,WLTP,76.3,76.3,67.3,44.1,58.9,0,3.7,3.7,4.2,6.4,4.8,0,109,0,,,,,84,11,6,,,,,71.0,17 July 2024,
TOYOTA,Yaris Cross,GR Sport FWD 1.5 Hybrid Advanced Safety,CVT,Automatic,1490,Petrol Electric,Hybrid Electric Vehicle (HEV),132,96,0,,,,Euro 6 EA,False,WLTP,76.3,76.3,67.3,44.1,58.9,0,3.7,3.7,4.2,6.4,4.8,0,109,0,,,,,84,11,6,,,,,71.0,17 July 2024,
TOYOTA,Yaris Cross,GR Sport FWD 1.5 Hybrid Advanced Safety + Pan Roof,CVT,Automatic,1490,Petrol Electric,Hybrid Electric Vehicle (HEV),132,96,0,,,,Euro 6 EA,False,WLTP,76.3,76.3,67.3,44.1,58.9,0,3.7,3.7,4.2,6.4,4.8,0,109,0,,,,,84,11,6,,,,,71.0,17 July 2024,
TOYOTA,Yaris Cross,Icon FWD 1.5 Hybrid,CVT,Automatic,1490,Petrol Electric,Hybrid Electric Vehicle (HEV),116,68,0,,,,Euro 6d,False,WLTP,91.1,85.6,72.4,46.3,64.2,0,3.1,3.3,3.9,6.1,4.4,0,100,,,,,,157,16,7,,,,,68.0,02 October 2023,
TOYOTA,Yaris Hybrid,Design 1.5,E-CVT,Automatic,1490,Petrol Electric,Hybrid Electric Vehicle (HEV),92,68,,,,,Euro 6 EA,False,WLTP,76.3,74.3,64.2,43.5,57.6,0,3.7,3.8,4.4,6.5,4.9,0,91,0,,,,,149,25,10,,,,,72.0,12 September 2025,
